"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Austria","AUT","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","26.4408755342572","30.7064208833354","32.9008341056534","36.328497002969","36.10776035384","28.1804869119531","27.5683257533897","27.934350132626","29.6826335501676","37.1264412138974","29.1711809317443","41.6708034891142","41.275713050994","38.6984085910208","32.944170034426","32.1816047863052","41.8011138542803","33.594084869267","34.1720412984049","30.5172027763266","30.1706730769231","25.7752213227288","25.6848585296555","25.6528161631564","28.7185272303963","27.0655205523296","26.2500852718466","25.5836419256158","23.3525099171322","25.891567490591","33.6883317104836","34.8398796357187","27.4695128056229","25.8141753129197","29.0840705417282","29.3631519808619","32.7565610184045","31.8110801831732","30.0196744768378","29.0439949262301","27.2104753315295","30.4534363895394","30.5900569960136","38.7920202420091","35.3231742751986","35.9080124676291","33.8117715056353","30.6100753669179","30.0268096514745","27.917847879848","32.8686666470398","33.3809737923947","24.3021394265755","20.8350116189001","17.7210464814334","22.2220423230737","","","","","","","",
"Azerbaijan","AZE","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.8386316516932","92.5031982942431","91.1602489500582","87.2657603275419","89.5908030277161","90.8706876320113","90.9990050915901","89.8313138512711","89.1599066562951","91.7143485915493","91.7963527461362","93.1418028465999","89.1984385861719","88.4008268345391","87.329838116262","86.8441762854145","89.7404555270342","89.1792923513526","89.6871967841796","87.7570489718041","81.5766969535008","86.8138366019513","92.078475726466","93.0418771944849","94.0189259139437","92.5915424497732","","","","","","","",
"Burundi","BDI","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","98.8648363252376","98.820887142055","99.0481618694785","98.9846906230066","99.1922534183251","98.7309289413521","98.653302719887","98.5986239500232","98.8473167044596","99.13595062575","99.0073059659929","99.5968348527244","99.4846195358878","99.1062415363782","98.8278111263412","82.7282081434661","78.3502748127242","73.5219441421835","74.2953776775648","76.9656102494943","75.2745286395058","72.9655751133843","67.467685781744","52.4552237367214","47.2452970758055","37.4286780781742","30.2094722410232","31.1149261154877","31.7286685982554","36.9439418634209","37.8051556364878","38.3235467648133","37.4387340708584","38.5411314722841","41.321259864594","41.8561945698895","40.5999627352338","37.5553871643056","42.0420347243375","39.3373797471391","39.6312807316395","38.4237706377674","38.9181976550242","40.956905733536","41.0584093037592","40.9315241106535","39.8527528809219","39.4479480851842","38.6286685091466","39.8046901097922","40.2640861956881","35.0225807176399","35.9515320812046","31.936127744511","33.4773852479651","39.2146431241732","","","","","","","",
"Benin","BEN","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","96.6101694915254","97.4683544303797","97.2222222222222","97.6190476190476","96.969696969697","96.8253968253968","97.5","98.7654320987654","99.0654205607477","97.4025974025974","98.6363636363636","98.6899563318777","99.21875","99.1304347826087","100","100","100","100","94.4444444444444","","","","","","","",
"Burkina Faso","BFA","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","83.0097087378641","83.0097087378641","76.4245014245014","84.312459651388","73.2022126613399","72.0746184284907","77.4043433298862","77.196935556557","75.5620316402998","75.2231194220144","76.5214124718257","82.7733860342556","80.7165744247014","77.3827534039334","83.6793286219081","90.625","90.7463755145874","89.6804769912857","87.0695713281799","88.5669943093637","89.8669891172914","91.0501461659546","93.3956115576798","91.3430089942764","96.5574680732926","93.5593515774795","93.9365828976219","93.2852041608446","94.2352941176471","95.2507767421216","94.2904783808648","95.9871417090812","96.2002840909091","96.9655228294778","97.1679207471547","97.4636822322305","97.5842606031285","97.2236834414636","98.8783387578341","98.212797254229","98.0250492605259","98.3999835262139","98.0534638554217","98.6802757632734","98.7731100981173","","","","","","","",
"Bulgaria","BGR","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","89.6745336886182","90.5931480400521","88.2947713609036","86.810488467947","80.160082418671","71.3734818178542","68.3170649612925","71.9960624920615","70.6778299555116","71.6434620353093","65.5496051065671","65.9012827800984","63.2597073719752","64.194573782235","63.0884896233666","65.5762792922047","65.5556322315","58.6281957308812","61.0697527522108","60.7436937898958","61.7615388380402","61.7663577646728","58.115114351133","55.9358036346472","53.1575294934074","50.8357524112745","51.8899134229605","51.7923004604296","51.087614087693","48.6640751857501","51.0956953186015","46.8163817021983","52.0057645057645","51.7138994834162","47.666696988993","47.786910465474","59.0795817127419","57.9961421137628","55.1945447252306","54.2538627029141","59.4746416648342","54.6426501212993","50.9809840024147","50.4144735440152","50.4041688892536","","","","","","","",
"Bahrain","BHR","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","",
"Bahamas, The","BHS","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.1006014215418","62.727602466449","47.7701149425287","28.8548241659152","18.4967012252592","17.2233583276528","29.7547683923706","46.8910439247005","49.7961881678969","45.5190072877684","51.1554319685492","51.297236322617","51.1543810848401","60.0479318302858","53.0248271527341","52.404380257102","55.9921857389736","66.0471826205024","67.165890845308","60.1799846821547","53.1301097874328","71.2892670157068","70.06817213464","58.5353274883961","63.2735148514851","64.4826924307377","","","","","","","",
"Belarus","BLR","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9494003946769","99.9535303988641","99.954781220907","99.9430609248105","99.9394846641399","99.9197367364957","99.9325691166554","99.9194074528917","99.880810488677","99.9283451500981","99.8965556875216","99.8803016398675","99.8752645902631","99.8798212340857","99.8782441525152","99.8675753367139","99.8679701989878","99.8177762417921","99.7631819219356","99.5851988411904","99.5214214070784","99.4813664596273","99.275950517874","98.9811787856667","99.0960126673384","98.929053459304","","","","","","","",
"Belize","BLZ","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","12.8846153846154","15.1809355692851","15.9692570452605","17.8318931657502","19.1536748329621","20.2646239554318","24.0251572327044","25.857059848925","28.2107574094402","32.3656578134651","34.0732519422863","30.7647058823529","33.295389869095","34.0354767184035","34.4594594594595","38.0848748639826","40.5875952121872","38.4180790960452","42.7480916030534","47.5551709216789","41.1247803163445","45.8540630182421","41.7201056205206","51.8413597733711","56.6743954951971","54.5398394070414","53.5426267281106","56.711590296496","52.6410718886885","48.479381443299","45.1507537688442","46.0564053537285","52.8855032317636","51.2933893433562","58.7418300653595","58.1320754716981","58.301360306941","58.6212824479972","60.5129880738441","66.0469234174413","65.803324099723","67.6935125962668","67.8239305641661","71.9931467732724","68.5975609756098","","","","","","","",
"Brazil","BRA","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","15.0471131102408","10.0846805234796","9.40271297469332","7.30135706216265","7.32501425223285","6.9485633045661","6.3507306062646","7.67415660566491","6.6409516146844","6.21896972305926","6.71580383579371","5.77227807402245","4.94418255443278","4.62790568036122","4.57450873080617","8.09981793714874","6.48843511318982","5.53950508730059","5.23647657353864","4.49553677615665","4.75899938987187","4.85289494150547","4.56987967107978","4.57350956195369","4.92850171080656","5.60564134606802","5.99320739523738","6.06188694257618","8.6655552767122","8.66785130836032","11.2332119765729","10.1394100170393","9.04597092268464","10.8333139761468","10.2304277813479","9.80881725199541","8.74475173369696","12.6132935406755","8.0993990830707","12.3855781442379","9.82967784157049","14.5983525869307","20.5461078347598","24.253239222485","23.4329117754259","","","","","","","",
"Barbados","BRB","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.9463087248322","99.9491094147583","99.9545661063153","99.9556147359077","99.9523809523809","","","","","","","",
"Bhutan","BTN","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.8916576381365","99.956766104626","99.9662959218065","","","","","","","",
"Central African Republic","CAF","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","7.9109394132763","9.08972635413504","12.0315433091982","15.7466841263848","16.7323636363636","19.6918541062342","18.6691633288278","20.7128199972798","24.0356115964832","22.6466554773211","24.0263087555844","24.8407585886681","23.2713192782588","22.2796124125725","20.5110840696259","22.3906453009961","22.6034471195761","23.1248408513598","21.9648476117431","21.8242321294311","22.1813233032753","21.1238026942581","22.9968323140114","22.3580903807959","22.0452621221482","20.2787922633731","18.0813186531705","20.2449178636488","22.3484593881836","24.9798786713917","22.4756815291645","21.8781774806721","22.8235235325662","20.6140754758822","20.0664779465621","21.0335622003375","20.1679440209869","22.5932705718271","26.2051566013649","25.4725405694841","26.7737897872509","28.9541863067585","27.5411788581371","28.3718547618321","26.4767906112209","25.1269894476281","24.4130141648993","24.8212328451141","23.3195012866652","22.0420080538674","23.0800058292043","22.5439321601328","21.4246109721025","20.7693406188697","20.7631254341213","21.067179533053","","","","","","","",
"Central Europe and the Baltics","CEB","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","78.0618182743492","77.2902818284913","77.4738464353077","76.4305400467","76.1168604847146","76.2178349044864","75.4818131974534","75.8269342056024","74.9225311922234","73.9242350312067","73.178747835357","73.4542501305203","73.0187916823404","72.4353921866084","70.606185582133","70.1897059367875","68.3414849452208","66.1898473272084","66.590782384373","72.2183148448616","71.2075419115209","72.1987561710585","71.9386156414537","71.2827171286059","70.2885160454381","70.0071271787027","69.2366921246546","68.3840180593358","68.6197421881851","69.3811405798573","68.6804204681407","66.8831345578929","68.6283207216545","66.4819896563534","65.7068034708034","66.9170539449696","68.0045953300378","65.6629983231232","63.3670440562247","62.8911541443383","64.6809269536208","62.4981203734335","59.3627464717383","56.4941066469611","58.3001690838923","","","","","","","",
"Switzerland","CHE","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","0.869565217391304","0.853602569986232","1.15334329473291","1.19324413248519","1.45251396648045","2.08102108768036","2.46112619442192","3.12174817898023","4.52459229842779","5.75884211599225","6.03864734299517","9.34864180109682","11.198594686157","7.07281962137056","6.10479219449086","4.0554689499523","6.10175127466194","4.39529309217694","4.43786982248521","3.98988232706478","1.76647638816814","1.13246131882548","1.24171554810696","1.28173196666347","1.1643628291797","1.01733979149036","1.06117684512124","1.03750318904669","0.975233754482389","1.13862583489925","1.37474541751527","1.8001547007946","2.12134723556043","1.33749589221163","1.42922653622745","1.74784732039584","2.10129597696041","1.85185185185185","2.39310477657935","1.74449929375446","1.63934426229508","1.53677277716795","1.70320018330406","1.78899082568807","1.79441008377045","1.87578951011438","1.58523239345951","1.37870828880627","1.27543409511307","1.22088401601848","1.65929873433053","1.621931052029","1.42353977105958","1.18597206053551","0.803115460329235","1.06964007443606","","","","","","","",
"Channel Islands","CHI","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","42.8085405912717","35.2249832102082","35.5920602327173","31.053027858449","26.2597343105818","28.0801983399806","27.8948445171849","29.1312741312741","32.2615412250763","32.1249255382521","31.0402404408081","23.7553702299722","22.2037389100127","24.6054678817515","19.7649572649573","17.8648941942485","16.2627102385368","23.8250073898906","39.0039863006008","46.1626387981711","29.0266018736536","17.3053704780217","18.3352080989876","25.7348577758437","27.5948192814072","39.5470666710051","37.865273147731","51.8291137458109","61.9692628288617","51.4521682718699","45.7384025769439","44.5490142199629","49.8430459757842","53.0991251366974","46.1169118207454","44.7451193058568","55.8444000068366","54.2509714591987","51.0128124897072","59.6121388622299","60.403573113387","63.5546443778584","64.1086703620064","57.1863734175446","56.3956650350856","","","","","","","",
"China","CHN","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","78.4268887258921","77.8725065894374","77.4733385105134","74.7887827672536","77.3048214645955","77.9026943206048","78.9656025736204","82.6156100907418","82.230892002128","80.6373282772844","78.8049277330488","77.294921875","75.4268153881175","77.0052200641246","77.508583116219","78.9713700976576","79.8881895147505","79.9801911190184","79.755818128965","79.5920601093248","81.5288692123224","82.4153163296294","81.6834228094261","80.3218977748331","79.5126369908544","81.1204917425757","81.2182186976181","80.7311349036403","82.1128985819327","82.1259712422312","79.8616967903689","80.8623570577041","82.6946416468883","81.4863340264724","81.7018507750155","82.4936129470326","82.843478711313","80.2899470319582","80.2483727723448","79.4010250633517","81.1740028026333","77.8598929691707","77.4244665797368","74.8228873696222","72.9620759739898","","","","","","","",
"Cote d'Ivoire","CIV","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","76.3605442176871","67.3410404624277","78.894472361809","67.5644028103044","60.1871101871102","69.1479820627803","82.1399839098954","88.1895332390382","59.868059373282","22.6986849628359","8.36864406779661","11.2480739599384","49.6128033040785","75.0668449197861","23.8789237668161","35.7872111767867","51.5876668200644","46.3003028991779","27.5783734666061","33.3333333333333","30.9851403412218","43.3513513513514","49.7714808043876","50.275307073274","39.4638615541228","45.3038674033149","53.3862565120317","65.7633018398807","63.587294996886","63.25","63.1525076765609","67.3403853418965","63.9866325928838","66.3339382940109","72.7688787185355","71.3174182139699","66.0451074409519","65.2413793103448","62.4765797990121","71.7183570829841","69.8639121167405","73.560433295325","78.1176470588235","76.0680666183925","83.2740213523132","","","","","","","",
"Cameroon","CMR","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","2.69767441860465","3.76681614349776","4.47227191413238","4.57097032878909","4.77941176470588","5.2790346907994","5.76923076923077","5.83395661929693","5.6957462148522","6.05643496214728","5.18596123624935","5.12104283054004","3.46580406654344","1.71480144404332","2.17124129455141","1.89669087974173","2.27272727272727","1.94433854365231","1.58847432582194","1.52020763811643","1.43911439114391","1.27877237851662","1.0593220338983","1.17647058823529","1.14901256732496","1.13753877973113","1.15089514066496","1.64141414141414","1.24407582938389","1.09195402298851","1.89212086981079","3.57575757575758","4.23452768729642","4.62287104622871","5.79420579420579","11.1829220524873","25.1764257104711","24.1506776975885","29.3273387515131","26.7842007119851","24.708664077014","24.6349206349206","24.6642468239564","24.6749024707412","23.8828055637763","","","","","","","",
"Congo, Dem. Rep.","COD","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","3.04654442877292","3.29206527855937","2.07900207900208","2.33093525179856","2.47368421052632","1.95694716242661","1.81159420289855","1.96078431372549","3.96806194047907","4.54443194600675","4.09477800782149","3.57811038353602","3.00996102208748","2.89555325749741","2.7847611680526","2.71920088790233","2.76386570209609","2.67062314540059","0.317139974052184","0.442477876106195","0.416587767468283","0.312860200889182","0.306582506762849","0.338855421686747","0.291403593977659","0.294647241774431","0.376759865159627","0.401861252115059","0.452318130418394","0.0501504513540622","0.0838644750083864","0.131147540983607","0.113876687815194","0.113234253361642","0.0949281258475725","0.609836934906536","1.10378076630297","1.28493840243741","1.09498344792462","1.08791903858318","1.11406507152804","0.11823436678928","0.108985226447082","0.124434389140271","0.178930887944531","","","","","","","",
"Congo, Rep.","COG","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","38.6363636363636","35.2941176470588","47.9166666666667","44.4444444444444","44.7619047619048","44.7368421052632","53.8461538461538","83.3333333333333","40.7692307692308","35.4838709677419","34.8101265822785","10.7692307692308","0.854700854700855","0.790513833992095","1.02040816326531","0.740740740740741","1.06761565836299","1.02739726027397","0.75","0.608519269776876","0","0.934579439252336","0.828729281767956","0.617283950617284","0.564971751412429","0.436681222707424","0.441501103752759","0.581395348837209","14.4144144144144","0.337837837837838","0","0","14.2857142857143","16.8765743073048","18.013856812933","17.8807947019868","17.6904176904177","18.6550976138829","38.7755102040816","45.280612244898","38.8244392884764","41.9411764705882","43.1831480397894","45.2873563218391","46.6551326412918","","","","","","","",
